id,pretengrant_total,pretenpubR1,pretenpubR2,pretenpubR3,pretenpub_total3,tenurejobtop30,tenurejobtop50,tenurejobtop100,tenurejobtop200,tenurejobtop201,firstjobtop10,firstjobtop20,firstjobtop40,firstjobtop41_100,firstjobtop201,acadfirstjob,treat,phdyr,phd_forn,top10phd,top20phd,top40phd,tenure2,cohortc,reapplied,tensamp,tenstream,tenstreamtop,nonacadlastjob,firsttimec,yrsphd8,yrsphd9,yrsphd10,yrsphd11,yrsphd12,yrsphd13,yrsphd14,yrsphd15,yrsphd16
164,0,0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,2006,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
165,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2006,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
167,3,0,4,5,9,0,1,1,1,0,0,0,0,1,0,1,1,2001,0,1,0,0,1,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
168,0,0,2,3,5,0,0,1,1,0,0,0,0,1,0,1,1,2006,0,0,1,0,1,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
169,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,1,1,2006,0,0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
170,0,0,0,6,6,0,0,0,0,1,0,0,0,0,1,1,1,2007,0,0,0,0,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
171,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,2007,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
172,0,0,2,4,6,0,0,0,1,0,0,0,0,0,0,1,0,2006,0,0,0,1,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
173,0,0,1,4,5,0,0,0,0,0,0,0,0,0,1,1,0,2007,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
174,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,1,2006,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
175,1,0,2,6,8,0,0,1,1,0,0,0,0,0,1,0,0,2005,0,1,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
176,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,1,1,2005,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
177,0,0,3,7,10,0,0,0,0,0,0,0,0,1,0,1,0,2005,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
178,0,1,2,2,5,0,0,0,0,0,0,0,0,0,0,1,1,2005,0,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
179,0,0,1,6,7,0,0,0,0,0,0,0,0,0,1,1,0,2007,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
180,0,0,2,3,5,0,0,0,0,0,0,0,1,0,0,1,1,2007,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
182,0,0,1,5,6,0,0,0,0,1,0,0,0,0,1,1,1,2003,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
183,0,0,4,3,7,0,0,0,0,0,1,0,0,0,0,1,1,2007,1,0,0,0,0,3,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
184,0,0,3,2,5,0,0,0,0,0,0,0,0,1,0,1,1,2005,0,0,1,0,0,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
185,0,0,5,5,10,0,0,0,0,0,0,0,0,1,0,1,1,2007,0,0,0,1,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
186,0,0,1,3,4,0,0,0,0,1,0,0,0,0,0,1,1,2007,0,0,0,0,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
187,0,0,2,3,5,0,0,0,0,0,0,0,1,0,0,1,1,2005,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
188,0,0,3,9,12,0,0,0,0,1,0,0,0,0,1,1,0,2005,0,0,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
189,0,0,2,8,10,1,1,1,1,0,0,1,0,0,0,1,1,2007,0,0,0,1,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
191,0,0,0,6,6,0,0,0,0,1,0,0,0,0,1,1,1,2007,0,0,0,1,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
192,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,1,0,2003,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
193,0,0,0,5,5,0,0,0,0,1,0,0,0,0,1,1,0,2007,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
195,0,0,4,4,8,0,0,0,0,0,0,0,0,0,1,1,1,2007,0,0,1,0,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
196,0,1,6,3,10,0,1,1,1,0,0,0,0,0,0,1,1,2005,0,0,0,0,1,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
197,0,0,1,11,12,0,0,0,0,1,0,0,0,0,0,1,1,2004,0,0,0,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
198,2,2,4,2,8,0,0,1,1,0,0,1,0,0,0,1,0,2004,0,1,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
199,1,2,3,0,5,0,0,0,0,0,0,0,1,0,0,1,1,2007,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
200,1,0,1,5,6,0,1,1,1,0,0,0,0,1,0,1,1,2004,0,0,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
201,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,2001,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
202,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,2006,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
203,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,2006,0,0,0,1,0,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
205,0,0,1,4,5,0,0,0,1,0,0,0,0,0,0,1,1,2005,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
206,0,0,3,2,5,0,0,1,1,0,0,0,0,1,0,1,0,2007,0,1,0,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
207,0,0,0,9,9,0,0,0,0,0,0,0,0,0,1,1,0,2007,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
208,0,0,1,24,25,0,0,0,1,0,0,0,0,0,0,1,1,2007,0,1,0,0,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
209,0,2,2,1,5,0,0,0,0,0,0,1,0,0,0,1,1,2006,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
210,0,0,0,9,9,0,0,0,0,1,0,0,0,0,1,1,0,2003,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
211,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2006,0,0,0,1,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
212,0,1,3,2,6,0,1,1,1,0,0,0,1,0,0,1,1,2005,0,0,1,0,1,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
213,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2006,0,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
214,0,0,1,5,6,0,1,1,1,0,1,0,0,0,0,1,1,2001,0,1,0,0,1,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
215,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2005,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
216,0,1,3,1,5,0,0,0,1,0,1,0,0,0,0,1,0,2005,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
219,0,0,1,6,7,0,0,0,1,0,0,0,0,0,0,1,0,2001,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
220,0,0,7,5,12,0,0,0,1,0,0,0,0,0,0,1,1,2007,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
221,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,1,1,2008,0,0,1,0,0,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
222,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,2008,0,0,0,1,0,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
223,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,1,2006,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
224,0,0,2,10,12,0,0,0,0,0,1,0,0,0,0,1,1,2003,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
225,0,0,2,5,7,0,0,0,0,1,0,0,0,0,1,1,0,2009,0,0,0,1,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
226,0,0,1,7,8,0,0,0,0,0,0,0,0,0,1,1,1,2005,0,0,1,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
227,1,0,2,6,8,0,0,0,0,0,0,0,0,1,0,1,1,2004,0,0,0,1,0,4,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
228,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2005,0,1,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
229,1,0,5,7,12,0,0,1,1,0,1,0,0,0,0,1,0,2002,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
231,0,0,1,8,9,0,0,0,0,1,0,0,0,0,0,1,1,2005,0,0,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
232,0,1,1,7,9,1,1,1,1,0,0,0,1,0,0,1,1,2007,0,0,0,0,1,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
233,0,0,1,5,6,0,0,1,1,0,0,0,0,1,0,1,0,2007,0,0,0,1,1,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
234,0,1,0,3,4,0,0,0,0,1,0,0,0,0,1,1,1,2005,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
235,0,0,2,19,21,0,0,0,0,1,0,0,0,0,1,0,1,2005,0,0,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
236,0,0,0,6,6,0,0,1,1,0,0,0,0,0,0,1,0,2008,0,0,0,0,1,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
237,0,1,2,0,3,1,1,1,1,0,1,0,0,0,0,1,1,2008,0,1,0,0,1,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
238,0,0,1,15,16,0,0,0,0,0,0,1,0,0,0,0,1,2007,0,0,0,1,0,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
240,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,2007,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
241,0,0,1,3,4,0,0,0,0,0,0,0,0,1,0,1,1,2008,0,0,0,1,0,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
243,0,0,4,2,6,0,0,1,1,0,0,0,0,1,0,1,1,2009,0,0,0,1,1,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
244,4,0,0,9,9,0,0,0,0,0,0,1,0,0,0,1,1,2007,0,0,0,1,0,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
246,0,1,2,2,5,0,0,0,0,0,0,0,0,1,0,1,1,2006,0,0,1,0,0,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
247,2,2,2,2,6,0,0,0,0,1,0,0,0,0,1,1,0,2006,0,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
248,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,1,1,2007,1,0,0,0,1,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
249,0,0,2,1,3,0,0,0,0,1,0,1,0,0,0,1,0,2007,0,1,0,0,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
250,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2009,0,0,0,0,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
251,0,0,3,3,6,0,0,0,1,0,0,0,0,0,0,1,0,2008,0,1,0,0,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
252,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,1,1,2000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
253,0,0,0,3,3,0,0,0,0,1,0,0,0,0,1,1,0,2007,0,0,1,0,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
254,0,0,4,7,11,1,1,1,1,0,0,0,1,0,0,1,1,2007,0,1,0,0,1,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
255,0,0,6,5,11,0,0,0,1,0,0,0,0,0,1,1,0,2008,0,0,0,1,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
256,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,2008,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
257,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2007,0,0,0,1,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
258,2,0,8,6,14,0,0,0,1,0,0,0,0,0,0,1,1,2008,0,0,0,1,1,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
259,0,0,0,7,7,0,0,0,0,1,0,0,0,0,1,1,1,2006,0,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
260,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,1,1,2007,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
261,0,0,0,4,4,0,0,0,0,1,0,1,0,0,0,1,0,2004,0,0,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
262,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,1,2008,0,1,0,0,0,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
263,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,2007,0,0,0,0,1,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
264,0,1,3,7,11,1,1,1,1,0,0,0,0,0,0,1,1,2006,0,1,0,0,1,4,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
266,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,2007,0,1,0,0,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
267,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2008,0,0,1,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
268,0,0,5,3,8,0,0,0,0,0,0,1,0,0,0,1,1,2007,0,1,0,0,0,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
269,0,1,3,1,5,0,0,0,0,1,0,0,0,0,0,1,1,2008,1,0,0,0,1,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
270,1,0,8,1,9,0,0,0,0,1,0,0,0,0,1,1,0,2009,0,1,0,0,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
271,0,0,0,17,17,0,0,0,0,0,0,1,0,0,0,1,1,2008,0,1,0,0,0,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
272,0,2,4,1,7,0,0,0,0,0,1,0,0,0,0,1,1,2008,0,1,0,0,0,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
273,0,1,4,6,11,0,0,0,0,0,0,0,0,0,1,1,1,2007,0,0,1,0,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
274,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,0,2009,1,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
275,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2011,0,0,1,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
277,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,1,1,2010,0,0,0,0,1,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
279,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,2009,0,0,0,1,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
280,0,0,3,5,8,0,0,0,0,0,0,0,0,0,1,0,0,2010,0,0,0,1,0,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
281,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2010,0,0,0,1,0,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
283,0,0,2,3,5,0,0,0,0,0,0,0,0,0,1,1,1,2009,1,0,0,0,1,5,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
284,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2011,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,2,5,7,0,0,0,1,0,0,0,0,0,0,1,0,2008,0,0,0,0,1,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
287,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2011,0,0,1,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
288,0,0,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2007,0,0,1,0,0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
289,0,2,6,2,10,0,0,0,0,0,1,0,0,0,0,1,1,2007,0,1,0,0,1,5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
290,0,0,3,4,7,0,0,0,0,1,0,0,0,0,1,1,1,2006,0,0,0,1,1,5,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
291,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2011,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,3,8,11,0,0,0,0,1,0,0,0,0,1,1,0,2008,0,0,0,1,1,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
293,0,0,5,5,10,0,0,1,1,0,0,0,0,1,0,1,1,2008,0,0,1,0,1,5,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
294,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2010,0,0,1,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
295,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,1,0,2010,0,0,0,1,0,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
296,0,0,5,5,10,0,0,0,0,0,0,1,0,0,0,1,1,2011,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
297,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,0,2011,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,0,7,7,0,0,0,0,0,0,0,0,1,0,1,0,2009,0,1,0,0,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
300,0,0,2,1,3,0,0,0,0,0,0,0,0,1,0,1,0,2009,0,0,1,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
301,1,1,7,9,17,0,1,1,1,0,0,1,0,0,0,1,1,2006,0,1,0,0,1,5,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
302,0,0,2,2,4,0,0,0,0,1,0,0,0,0,1,1,1,2008,0,0,0,1,1,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
303,0,0,1,6,7,0,0,0,0,0,0,0,0,0,1,1,0,2011,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
304,1,1,4,2,7,0,0,0,0,0,0,0,1,0,0,1,1,2011,0,0,1,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
305,0,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,2010,0,1,0,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
307,2,0,7,0,7,0,0,0,1,0,0,0,0,0,0,1,1,2005,0,1,0,0,1,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
308,0,0,4,2,6,0,0,1,1,0,0,0,0,1,0,1,0,2009,0,0,1,0,1,5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
309,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2009,0,1,0,0,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
310,0,0,1,5,6,0,0,0,1,0,0,0,0,0,0,1,0,2007,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
311,0,0,3,1,4,0,1,1,1,0,0,0,0,1,0,1,1,2008,0,0,0,1,1,5,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
312,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,2011,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
313,1,0,10,19,29,0,0,0,0,0,1,0,0,0,0,1,0,2006,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
314,0,0,2,14,16,0,0,0,0,0,1,0,0,0,0,1,1,2009,0,0,0,1,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
315,0,0,3,1,4,0,0,0,0,0,1,0,0,0,0,1,0,2010,0,1,0,0,0,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
316,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,2011,0,0,0,1,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
317,1,0,2,6,8,0,0,0,0,0,0,0,0,1,0,1,0,2010,0,0,0,1,0,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
318,0,0,3,7,10,0,0,0,0,0,0,0,0,0,1,1,1,2009,1,0,0,0,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
319,0,0,4,19,23,0,1,1,1,0,1,0,0,0,0,1,0,2010,0,0,0,0,1,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
321,0,1,1,2,4,0,0,0,0,0,0,0,1,0,0,1,1,2011,0,1,0,0,0,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
322,0,2,2,4,8,1,1,1,1,0,0,0,1,0,0,1,1,2007,1,0,0,0,1,5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2010,1,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
325,2,0,7,2,9,0,0,0,0,0,0,0,0,0,1,1,1,2005,0,1,0,0,0,5,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
327,1,0,0,4,4,0,0,0,1,0,0,0,0,0,0,1,1,2008,0,0,1,0,1,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
328,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2010,0,0,1,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
329,0,0,1,2,3,0,0,0,0,0,1,0,0,0,0,1,1,2008,0,1,0,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
330,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,1,0,2009,0,0,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
331,0,0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,2008,0,1,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
332,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2010,0,1,0,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
333,1,2,0,5,7,0,0,0,0,0,0,0,1,0,0,1,1,2006,0,1,0,0,0,5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2010,0,0,1,0,0,5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
335,1,5,3,1,9,0,0,0,0,0,1,0,0,0,0,1,0,2011,0,1,0,0,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
336,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,1,1,2010,0,1,0,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
337,1,0,2,4,6,0,0,0,0,1,0,1,0,0,0,1,0,2005,1,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
339,0,0,3,2,5,0,0,0,0,0,0,0,0,0,1,1,1,2011,0,0,0,1,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
341,0,0,2,3,5,0,0,0,0,0,0,0,0,0,1,0,0,2011,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,3,4,7,0,0,0,0,1,0,0,0,0,1,1,1,2007,0,0,0,1,1,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
343,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,1,0,2009,1,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
344,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,1,1,2007,1,0,0,0,0,5,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
345,0,0,6,3,9,0,0,0,1,0,0,0,0,0,1,1,1,2009,0,0,0,0,1,5,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
347,0,0,2,9,11,0,0,0,0,0,0,1,0,0,0,1,0,2008,0,1,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
348,0,0,2,1,3,0,0,0,0,1,0,1,0,0,0,1,1,2009,0,0,0,1,1,5,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
349,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2010,1,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
350,0,0,6,5,11,0,0,0,0,1,0,0,0,0,1,1,0,2009,0,0,0,1,1,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
351,1,0,5,4,9,0,0,0,0,0,0,0,0,1,0,0,1,2008,0,0,1,0,0,5,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
352,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2011,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
353,2,0,3,6,9,0,0,0,0,0,0,0,0,0,1,0,1,2011,0,0,0,1,0,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
354,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,1,0,2010,0,0,0,1,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
355,2,3,6,1,10,1,1,1,1,0,0,0,0,0,1,0,1,2008,0,1,0,0,1,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
356,5,0,1,6,7,0,0,0,0,0,0,0,0,0,1,1,1,2009,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
